Store,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
2,2023-06-25,6357,169,1,0,0,0
2,2023-06-26,5313,134,1,0,0,0
2,2023-06-27,4429,60,1,0,0,0
2,2023-06-28,5700,126,1,1,0,0
2,2023-06-29,5265,136,1,0,0,1
2,2023-06-30,5168,120,1,0,0,0
2,2023-07-01,5496,124,1,0,0,0
2,2023-07-02,5951,120,1,0,0,1
2,2023-07-03,5589,124,1,0,0,0
2,2023-07-04,5178,155,1,0,0,0
2,2023-07-05,4427,103,1,0,0,0
2,2023-07-06,4288,149,1,0,0,0
2,2023-07-07,5957,158,1,0,0,0
2,2023-07-08,8502,197,1,1,0,0
2,2023-07-09,5984,170,1,0,0,0
2,2023-07-10,5053,121,1,0,0,0
2,2023-07-11,4965,137,1,0,0,1
2,2023-07-12,4737,120,1,0,0,0
2,2023-07-13,4464,72,1,0,0,0
2,2023-07-14,5097,101,1,0,0,0
2,2023-07-15,6633,151,1,0,0,0
2,2023-07-16,6296,176,1,1,0,0
2,2023-07-17,4576,122,1,0,0,0
2,2023-07-18,5294,146,1,1,0,0
2,2023-07-19,4844,140,1,0,0,0
2,2023-07-20,4987,96,1,0,0,1
2,2023-07-21,5276,167,1,0,0,0
2,2023-07-22,5803,164,1,0,0,0
2,2023-07-23,6171,151,1,0,0,0
2,2023-07-24,4925,98,1,0,0,0
2,2023-07-25,4548,121,1,0,0,0
2,2023-07-26,5051,124,1,0,0,0
2,2023-07-27,5981,129,1,0,0,0
2,2023-07-28,4791,130,1,0,0,0
2,2023-07-29,6391,124,1,0,0,0
2,2023-07-30,8221,225,1,1,0,0
2,2023-07-31,4516,96,1,0,0,0
2,2023-08-01,0,0,0,0,0,0
2,2023-08-02,5069,116,1,0,0,0
2,2023-08-03,4239,109,1,0,0,0
2,2023-08-04,5318,120,1,0,0,0
2,2023-08-05,7617,168,1,0,0,0
2,2023-08-06,6012,131,1,0,0,0
2,2023-08-07,5975,137,1,1,0,0
2,2023-08-08,4584,89,1,0,0,0
2,2023-08-09,4866,145,1,0,0,0
2,2023-08-10,5941,140,1,0,0,0
2,2023-08-11,4581,111,1,0,0,0
2,2023-08-12,7406,178,1,1,0,0
2,2023-08-13,4701,143,1,0,0,0
2,2023-08-14,6023,167,1,1,0,0
2,2023-08-15,5147,124,1,0,0,0
2,2023-08-16,5140,119,1,0,0,0
2,2023-08-17,5802,138,1,0,0,0
2,2023-08-18,0,0,0,0,0,0
2,2023-08-19,5906,139,1,0,0,1
2,2023-08-20,6284,185,1,0,0,1
2,2023-08-21,4333,118,1,0,0,0
2,2023-08-22,5949,152,1,1,0,0
2,2023-08-23,3826,91,1,0,0,0
2,2023-08-24,6540,156,1,1,0,0
2,2023-08-25,0,0,0,1,0,0
2,2023-08-26,5538,140,1,0,0,0
2,2023-08-27,5750,112,1,0,0,0
2,2023-08-28,7940,212,1,1,0,0
2,2023-08-29,4536,69,1,0,0,0
2,2023-08-30,6356,168,1,1,0,0
2,2023-08-31,5988,206,1,0,0,0
2,2023-09-01,4185,110,1,0,0,0
2,2023-09-02,8365,183,1,1,0,0
2,2023-09-03,6711,173,1,0,0,0
2,2023-09-04,5368,132,1,0,0,0
2,2023-09-05,6155,175,1,0,0,1
2,2023-09-06,6293,158,1,0,0,0
2,2023-09-07,5048,101,1,0,0,0
2,2023-09-08,5354,120,1,0,0,0
2,2023-09-09,6415,158,1,0,0,0
2,2023-09-10,6622,171,1,0,0,0
2,2023-09-11,7332,145,1,1,0,0
2,2023-09-12,6294,128,1,0,0,0
2,2023-09-13,6526,221,1,0,0,0
2,2023-09-14,4953,106,1,0,0,0
2,2023-09-15,5845,101,1,0,0,1
2,2023-09-16,6258,131,1,0,0,0
2,2023-09-17,7233,167,1,0,0,0
2,2023-09-18,6395,132,1,1,0,0
2,2023-09-19,6175,138,1,0,0,0
2,2023-09-20,5676,161,1,0,0,0
2,2023-09-21,5651,126,1,0,0,0
2,2023-09-22,5041,98,1,0,0,0
2,2023-09-23,5644,109,1,0,0,0
2,2023-09-24,9000,175,1,1,0,0
2,2023-09-25,5672,138,1,0,0,0
2,2023-09-26,7603,138,1,1,0,0
2,2023-09-27,0,0,0,0,0,0
2,2023-09-28,5434,137,1,0,0,0
2,2023-09-29,5855,124,1,0,0,1
2,2023-09-30,6707,146,1,0,0,0
2,2023-10-01,0,0,0,0,0,1
2,2023-10-02,6989,163,1,1,0,0
2,2023-10-03,5965,151,1,0,0,0
2,2023-10-04,4227,132,1,0,0,0
2,2023-10-05,6485,162,1,0,0,0
2,2023-10-06,4650,94,1,0,0,0
2,2023-10-07,5466,139,1,0,0,0
2,2023-10-08,8270,220,1,1,0,0
2,2023-10-09,5209,121,1,0,0,0
2,2023-10-10,6629,230,1,0,0,0
2,2023-10-11,5992,156,1,0,0,0
2,2023-10-12,5174,127,1,0,0,0
2,2023-10-13,6614,198,1,1,0,0
2,2023-10-14,7011,177,1,0,0,0
2,2023-10-15,5915,131,1,0,0,0
2,2023-10-16,5522,156,1,0,0,0
2,2023-10-17,4827,143,1,0,0,0
2,2023-10-18,4830,107,1,0,0,0
2,2023-10-19,4935,116,1,0,0,0
2,2023-10-20,0,0,0,0,0,0
2,2023-10-21,6731,190,1,0,0,0
2,2023-10-22,7121,184,1,0,0,0
2,2023-10-23,0,0,0,0,0,0
2,2023-10-24,6685,156,1,1,0,1
2,2023-10-25,5584,106,1,0,0,0
2,2023-10-26,5266,119,1,0,0,0
2,2023-10-27,6171,170,1,1,0,0
2,2023-10-28,7139,171,1,0,0,0
2,2023-10-29,6672,139,1,0,0,0
2,2023-10-30,5026,149,1,0,0,0
2,2023-10-31,5119,180,1,0,0,0
2,2023-11-01,5828,192,1,0,0,0
2,2023-11-02,7289,165,1,1,0,0
2,2023-11-03,6103,145,1,0,0,0
2,2023-11-04,6952,207,1,0,0,0
2,2023-11-05,0,0,0,0,0,0
2,2023-11-06,5956,175,1,1,0,0
2,2023-11-07,5623,172,1,0,0,0
2,2023-11-08,0,0,0,1,0,0
2,2023-11-09,4648,116,1,0,0,0
2,2023-11-10,7083,173,1,1,0,0
2,2023-11-11,6025,164,1,0,0,0
2,2023-11-12,6750,146,1,0,0,0
2,2023-11-13,5692,118,1,0,0,0
2,2023-11-14,5695,151,1,0,0,1
2,2023-11-15,5019,108,1,0,0,0
2,2023-11-16,5985,134,1,0,0,0
2,2023-11-17,5615,111,1,0,0,0
2,2023-11-18,8932,260,1,1,0,0
2,2023-11-19,6622,166,1,0,0,0
2,2023-11-20,5511,137,1,0,0,0
2,2023-11-21,5875,173,1,0,0,0
2,2023-11-22,6715,152,1,0,0,1
2,2023-11-23,0,0,0,1,0,0
2,2023-11-24,5898,156,1,0,0,0
2,2023-11-25,5621,133,1,0,0,0
2,2023-11-26,6694,184,1,0,0,0
2,2023-11-27,5300,166,1,0,0,0
2,2023-11-28,5013,127,1,0,0,0
2,2023-11-29,6731,149,1,0,0,0
2,2023-11-30,5686,181,1,1,0,0
2,2023-12-01,7035,183,1,0,0,1
2,2023-12-02,8411,188,1,0,0,0
2,2023-12-03,6226,123,1,0,0,0
2,2023-12-04,5975,127,1,0,0,0
2,2023-12-05,6380,178,1,0,0,0
2,2023-12-06,7590,192,1,1,0,0
2,2023-12-07,6006,161,1,0,0,0
2,2023-12-08,6332,134,1,0,0,0
2,2023-12-09,7944,214,1,0,0,0
2,2023-12-10,6507,170,1,0,0,1
2,2023-12-11,6036,176,1,0,0,0
2,2023-12-12,7407,186,1,1,0,0
2,2023-12-13,7442,164,1,0,0,1
2,2023-12-14,5942,158,1,0,0,0
2,2023-12-15,6937,156,1,1,0,0
2,2023-12-16,7296,138,1,0,0,0
2,2023-12-17,9000,203,1,1,0,0
2,2023-12-18,6225,161,1,0,0,0
2,2023-12-19,7612,197,1,0,0,1
2,2023-12-20,7619,205,1,1,0,0
2,2023-12-21,0,0,0,0,0,0
2,2023-12-22,6036,126,1,0,0,0
2,2023-12-23,7633,172,1,0,0,0
2,2023-12-24,8076,230,1,0,0,0
2,2023-12-25,6125,162,1,0,a,0
2,2023-12-26,6949,166,1,0,0,0
2,2023-12-27,5954,154,1,0,0,0
2,2023-12-28,7470,147,1,1,0,0
2,2023-12-29,6943,215,1,0,0,0
2,2023-12-30,6993,221,1,0,0,0
2,2023-12-31,7188,187,1,0,0,0
3,2022-01-01,7936,188,1,0,a,0
3,2022-01-02,8059,175,1,0,0,1
3,2022-01-03,6778,183,1,0,0,0
3,2022-01-04,0,0,0,0,0,0
3,2022-01-05,5739,141,1,0,0,0
3,2022-01-06,6940,185,1,0,0,0
3,2022-01-07,8083,181,1,0,0,0
3,2022-01-08,7579,182,1,0,0,0
3,2022-01-09,6085,122,1,0,0,0
3,2022-01-10,6719,139,1,0,0,0
3,2022-01-11,5805,136,1,0,0,0
3,2022-01-12,6575,167,1,0,0,0
3,2022-01-13,0,0,0,0,0,0
3,2022-01-14,7019,170,1,0,0,0
3,2022-01-15,0,0,0,0,0,0
3,2022-01-16,6628,174,1,0,0,0
3,2022-01-17,5096,127,1,0,0,0
3,2022-01-18,6940,155,1,0,0,0
3,2022-01-19,8602,186,1,1,0,0
3,2022-01-20,0,0,0,0,0,0
3,2022-01-21,5878,155,1,0,0,0
3,2022-01-22,7515,207,1,0,0,0
3,2022-01-23,8620,225,1,0,0,0
3,2022-01-24,6180,165,1,0,0,0
3,2022-01-25,5780,131,1,0,0,0
3,2022-01-26,4669,104,1,0,0,0
3,2022-01-27,7482,149,1,0,0,0
3,2022-01-28,6243,147,1,0,0,0
3,2022-01-29,7138,172,1,0,0,0
3,2022-01-30,8326,230,1,0,0,0
3,2022-01-31,5578,131,1,0,0,0
3,2022-02-01,4801,108,1,0,0,1
3,2022-02-02,5296,143,1,0,0,1
3,2022-02-03,5135,185,1,0,0,0
3,2022-02-04,5664,136,1,0,0,1
3,2022-02-05,6794,128,1,0,0,1
3,2022-02-06,7097,172,1,0,0,0
3,2022-02-07,4726,154,1,0,0,0
3,2022-02-08,5737,163,1,0,0,1
3,2022-02-09,6150,131,1,0,0,0
3,2022-02-10,5862,167,1,0,0,0
3,2022-02-11,5358,145,1,0,0,1
3,2022-02-12,6140,129,1,0,0,0
3,2022-02-13,7540,200,1,0,0,0
3,2022-02-14,6897,165,1,0,0,0
3,2022-02-15,5458,154,1,0,0,0
3,2022-02-16,4542,113,1,0,0,0
3,2022-02-17,5058,137,1,0,0,0
3,2022-02-18,5136,114,1,0,0,0
3,2022-02-19,7141,167,1,0,0,0
3,2022-02-20,6275,121,1,0,0,1
3,2022-02-21,5402,149,1,0,0,0
3,2022-02-22,5276,139,1,0,0,0
3,2022-02-23,5088,124,1,0,0,0
3,2022-02-24,5566,152,1,0,0,0
3,2022-02-25,6271,170,1,0,0,0
3,2022-02-26,6560,168,1,0,0,0
3,2022-02-27,0,0,0,0,0,0
3,2022-02-28,6678,157,1,0,0,0
3,2022-03-01,4740,122,1,0,0,0
3,2022-03-02,5341,138,1,0,0,0
3,2022-03-03,5330,164,1,0,0,1
3,2022-03-04,5381,110,1,0,0,0
3,2022-03-05,5846,138,1,0,0,0
3,2022-03-06,5748,144,1,0,0,0
3,2022-03-07,5745,143,1,0,0,1
3,2022-03-08,5067,130,1,0,0,0
3,2022-03-09,5897,180,1,0,0,0
3,2022-03-10,5922,148,1,0,0,0
3,2022-03-11,5533,105,1,0,0,0
3,2022-03-12,7710,151,1,1,0,0
3,2022-03-13,9000,233,1,1,0,0
3,2022-03-14,0,0,0,1,0,0
3,2022-03-15,6350,145,1,1,0,0
3,2022-03-16,5574,131,1,0,0,0
3,2022-03-17,5477,148,1,0,0,0
3,2022-03-18,4874,143,1,0,0,1
3,2022-03-19,6732,175,1,0,0,0
3,2022-03-20,6147,128,1,0,0,0
3,2022-03-21,0,0,0,0,0,0
3,2022-03-22,5958,136,1,0,0,0
3,2022-03-23,5586,143,1,1,0,0
3,2022-03-24,4810,115,1,0,0,1
3,2022-03-25,6223,181,1,0,0,0
3,2022-03-26,9000,240,1,1,0,0
3,2022-03-27,8643,206,1,1,0,0
3,2022-03-28,5508,140,1,0,0,0
3,2022-03-29,4888,102,1,0,0,0
3,2022-03-30,5369,143,1,0,0,0
3,2022-03-31,0,0,0,0,0,0
3,2022-04-01,6139,109,1,0,0,0
3,2022-04-02,5676,140,1,0,0,0
3,2022-04-03,6340,187,1,0,0,0
3,2022-04-04,5656,139,1,0,0,0
3,2022-04-05,6050,162,1,0,0,0
3,2022-04-06,6097,124,1,0,0,1
3,2022-04-07,4641,95,1,0,0,0
3,2022-04-08,6481,190,1,0,0,0
3,2022-04-09,6919,189,1,0,0,0
3,2022-04-10,6819,168,1,0,a,0
3,2022-04-11,6005,130,1,0,a,0
3,2022-04-12,6240,146,1,1,a,1
3,2022-04-13,4935,118,1,0,a,0
3,2022-04-14,5701,144,1,0,a,0
3,2022-04-15,6380,175,1,0,a,0
3,2022-04-16,6470,167,1,0,0,0
3,2022-04-17,5178,128,1,0,0,0
3,2022-04-18,5518,152,1,0,0,0
3,2022-04-19,4784,143,1,0,0,1
3,2022-04-20,5504,129,1,0,0,0
3,2022-04-21,5888,145,1,0,0,0
3,2022-04-22,5250,176,1,0,0,0
3,2022-04-23,6000,131,1,0,0,0
3,2022-04-24,6001,155,1,0,0,0
3,2022-04-25,5233,139,1,0,0,0
3,2022-04-26,4711,108,1,0,0,0
3,2022-04-27,5277,131,1,0,0,0
3,2022-04-28,5201,118,1,0,0,0
3,2022-04-29,5103,97,1,0,0,1
3,2022-04-30,6591,170,1,0,0,1
3,2022-05-01,9000,232,1,1,0,0
3,2022-05-02,4852,119,1,0,0,0
3,2022-05-03,5433,184,1,0,0,0
3,2022-05-04,5740,158,1,0,0,0
3,2022-05-05,5569,139,1,0,0,0
3,2022-05-06,4550,130,1,0,0,0
3,2022-05-07,7010,213,1,0,0,0
3,2022-05-08,6769,153,1,0,0,0
3,2022-05-09,5891,120,1,0,0,0
3,2022-05-10,5249,113,1,0,0,0
3,2022-05-11,0,0,0,0,0,0
3,2022-05-12,6430,191,1,0,0,1
3,2022-05-13,7569,259,1,1,0,1
3,2022-05-14,6752,152,1,0,0,0
3,2022-05-15,6124,130,1,0,0,1
3,2022-05-16,5651,182,1,0,0,0
3,2022-05-17,5298,138,1,0,0,0
3,2022-05-18,5715,109,1,0,0,1
3,2022-05-19,6403,183,1,1,0,0
3,2022-05-20,5938,186,1,0,0,0
3,2022-05-21,6769,156,1,0,0,1
3,2022-05-22,6272,191,1,0,0,0
3,2022-05-23,5462,115,1,0,0,0
3,2022-05-24,5342,156,1,0,0,1
3,2022-05-25,5263,105,1,0,0,0
3,2022-05-26,5872,179,1,0,0,0
3,2022-05-27,5297,146,1,0,0,0
3,2022-05-28,6054,126,1,0,0,0
3,2022-05-29,8360,210,1,0,0,0
3,2022-05-30,5263,143,1,0,0,0
3,2022-05-31,5607,150,1,0,0,0
3,2022-06-01,4712,117,1,0,0,1
3,2022-06-02,5896,170,1,0,0,0
3,2022-06-03,4594,149,1,0,0,0
3,2022-06-04,5775,130,1,0,0,0
3,2022-06-05,5643,139,1,0,0,0
3,2022-06-06,5418,156,1,0,0,0
3,2022-06-07,6014,150,1,1,0,0
3,2022-06-08,5303,127,1,0,0,0
3,2022-06-09,5672,168,1,0,0,0
3,2022-06-10,5382,149,1,0,0,1
3,2022-06-11,7272,127,1,0,0,0
3,2022-06-12,5609,140,1,0,0,0
3,2022-06-13,5752,176,1,0,0,0
3,2022-06-14,4274,96,1,0,0,0
3,2022-06-15,4604,119,1,0,0,0
3,2022-06-16,3818,79,1,0,0,0
3,2022-06-17,5124,137,1,0,0,0
3,2022-06-18,8017,189,1,1,0,0
3,2022-06-19,6604,137,1,0,0,0
3,2022-06-20,5020,90,1,0,0,0
3,2022-06-21,5437,170,1,0,0,1
3,2022-06-22,5066,107,1,0,0,0
3,2022-06-23,3995,112,1,0,0,0
3,2022-06-24,5312,157,1,0,0,1
3,2022-06-25,5385,164,1,0,0,0
3,2022-06-26,5477,123,1,0,0,0
3,2022-06-27,4324,109,1,0,0,0
3,2022-06-28,4976,141,1,0,0,0
3,2022-06-29,4315,87,1,0,0,0
3,2022-06-30,5644,112,1,1,0,0
3,2022-07-01,4327,125,1,0,0,0
3,2022-07-02,4533,120,1,0,0,0
3,2022-07-03,4829,102,1,0,0,0
3,2022-07-04,7272,174,1,1,0,0
3,2022-07-05,0,0,0,0,0,0
3,2022-07-06,4762,145,1,0,0,0
3,2022-07-07,3992,88,1,0,0,0
3,2022-07-08,0,0,0,0,0,0
3,2022-07-09,5515,123,1,0,0,0
3,2022-07-10,5626,167,1,0,0,0
3,2022-07-11,5877,147,1,1,0,0
3,2022-07-12,5241,77,1,0,0,0
3,2022-07-13,5339,152,1,0,0,0
3,2022-07-14,5528,122,1,0,0,0
3,2022-07-15,5452,176,1,1,0,0
3,2022-07-16,6584,165,1,0,0,0
3,2022-07-17,6644,128,1,0,0,0
3,2022-07-18,5930,133,1,1,0,0
3,2022-07-19,5049,128,1,0,0,0
3,2022-07-20,0,0,0,0,0,0
3,2022-07-21,3947,140,1,0,0,0
3,2022-07-22,0,0,0,0,0,0
3,2022-07-23,6875,187,1,0,0,0
3,2022-07-24,4904,125,1,0,0,0
3,2022-07-25,4844,80,1,0,0,0
3,2022-07-26,4956,135,1,0,0,0
3,2022-07-27,4146,70,1,0,0,0
3,2022-07-28,4944,101,1,0,0,0
3,2022-07-29,5761,165,1,0,0,0
3,2022-07-30,5566,164,1,0,0,0
3,2022-07-31,5618,124,1,0,0,0
3,2022-08-01,4527,100,1,0,0,0
3,2022-08-02,4944,122,1,0,0,0
3,2022-08-03,5473,156,1,0,0,0
3,2022-08-04,6457,169,1,1,0,0
3,2022-08-05,5305,169,1,0,0,0
3,2022-08-06,7985,198,1,1,0,0
3,2022-08-07,6169,181,1,0,0,1
3,2022-08-08,4789,118,1,0,0,0
3,2022-08-09,5040,109,1,0,0,0
3,2022-08-10,4870,135,1,0,0,0
3,2022-08-11,4427,109,1,0,0,0
3,2022-08-12,6137,152,1,1,0,0
3,2022-08-13,6682,145,1,0,0,0
3,2022-08-14,5926,165,1,0,0,0
3,2022-08-15,5010,116,1,0,0,0
3,2022-08-16,4382,94,1,0,0,1
3,2022-08-17,5175,68,1,0,0,0
3,2022-08-18,4929,121,1,0,0,0
3,2022-08-19,5060,87,1,0,0,0
3,2022-08-20,5196,110,1,0,0,1
3,2022-08-21,6317,155,1,0,0,0
3,2022-08-22,5297,161,1,0,0,0
3,2022-08-23,6406,174,1,0,0,0
3,2022-08-24,4815,111,1,0,0,0
3,2022-08-25,4653,124,1,0,0,0
3,2022-08-26,4309,91,1,0,0,0
3,2022-08-27,5396,137,1,0,0,0
3,2022-08-28,5419,149,1,0,0,0
3,2022-08-29,4573,127,1,0,0,0
3,2022-08-30,4783,150,1,0,0,0
3,2022-08-31,5053,127,1,0,0,0
3,2022-09-01,6162,156,1,0,0,0
3,2022-09-02,5814,153,1,0,0,1
3,2022-09-03,7158,172,1,0,0,0
3,2022-09-04,6391,166,1,0,0,0
3,2022-09-05,5337,157,1,0,0,0
3,2022-09-06,6263,159,1,0,0,0
3,2022-09-07,5948,127,1,0,0,0
3,2022-09-08,4468,135,1,0,0,0
3,2022-09-09,5348,99,1,0,0,0
3,2022-09-10,7116,159,1,0,0,1
3,2022-09-11,7510,127,1,1,0,0
3,2022-09-12,4513,123,1,0,0,0
3,2022-09-13,4727,121,1,0,0,0
3,2022-09-14,5251,137,1,0,0,0
3,2022-09-15,5610,105,1,0,0,0
3,2022-09-16,4520,143,1,0,0,0
3,2022-09-17,6448,184,1,0,0,0
3,2022-09-18,5898,167,1,0,0,0
3,2022-09-19,6310,168,1,1,0,0
3,2022-09-20,5166,128,1,0,0,0
3,2022-09-21,5203,92,1,0,0,0
3,2022-09-22,5268,144,1,0,0,0
3,2022-09-23,7761,171,1,1,0,0
3,2022-09-24,5117,131,1,0,0,0
3,2022-09-25,7952,211,1,1,0,0
3,2022-09-26,6175,163,1,0,0,1
3,2022-09-27,6890,126,1,1,0,0
3,2022-09-28,5216,172,1,0,0,0
3,2022-09-29,5547,108,1,0,0,0
3,2022-09-30,6416,115,1,1,0,0
3,2022-10-01,6705,143,1,0,0,0
3,2022-10-02,5823,154,1,0,0,0
3,2022-10-03,4607,96,1,0,0,0
3,2022-10-04,5459,120,1,0,0,0
3,2022-10-05,5397,146,1,0,0,0
3,2022-10-06,7741,205,1,1,0,0
3,2022-10-07,4792,93,1,0,0,1
3,2022-10-08,8753,218,1,1,0,0
3,2022-10-09,7517,214,1,0,0,0
3,2022-10-10,5906,181,1,0,0,0
3,2022-10-11,4255,119,1,0,0,0
3,2022-10-12,6222,155,1,0,0,1
3,2022-10-13,5422,125,1,0,0,0
3,2022-10-14,7124,143,1,1,0,0
3,2022-10-15,6261,166,1,0,0,0
3,2022-10-16,5883,147,1,0,0,0
3,2022-10-17,5476,89,1,0,0,0
3,2022-10-18,6154,167,1,0,0,0
3,2022-10-19,5989,170,1,0,0,1
3,2022-10-20,5718,146,1,0,0,0
3,2022-10-21,5404,121,1,0,0,0
3,2022-10-22,9000,230,1,1,0,0
3,2022-10-23,6177,160,1,0,0,0
3,2022-10-24,5293,131,1,0,0,0
3,2022-10-25,5323,113,1,0,0,0
3,2022-10-26,4777,127,1,0,0,0
3,2022-10-27,5559,108,1,0,0,0
3,2022-10-28,6105,162,1,0,0,0
3,2022-10-29,7069,157,1,0,0,0
3,2022-10-30,5875,139,1,0,0,0
3,2022-10-31,5507,122,1,0,0,1
3,2022-11-01,6019,139,1,0,0,0
3,2022-11-02,0,0,0,0,0,0
3,2022-11-03,4668,147,1,0,0,0
3,2022-11-04,4325,119,1,0,0,0
3,2022-11-05,7014,154,1,0,0,1
3,2022-11-06,6280,130,1,0,0,0
3,2022-11-07,5628,136,1,0,0,0
3,2022-11-08,3519,106,1,0,0,0
3,2022-11-09,5917,137,1,0,0,0
3,2022-11-10,7248,177,1,1,0,0
3,2022-11-11,6409,180,1,0,0,1
3,2022-11-12,7087,154,1,1,0,0
3,2022-11-13,7185,164,1,0,0,0
3,2022-11-14,5335,115,1,0,0,0
3,2022-11-15,5053,121,1,0,0,0
3,2022-11-16,0,0,0,0,0,0
3,2022-11-17,5107,151,1,0,0,0
3,2022-11-18,6710,126,1,0,0,0
3,2022-11-19,5751,111,1,0,0,0
3,2022-11-20,6448,164,1,0,0,1
3,2022-11-21,6955,140,1,1,0,0
3,2022-11-22,5914,150,1,0,0,0
3,2022-11-23,6441,173,1,1,0,0
3,2022-11-24,0,0,0,0,0,0
3,2022-11-25,7442,202,1,1,0,0
3,2022-11-26,6121,109,1,0,0,0
3,2022-11-27,6183,134,1,0,0,0
3,2022-11-28,5834,176,1,0,0,0
3,2022-11-29,5614,134,1,0,0,0
3,2022-11-30,5744,130,1,0,0,0
3,2022-12-01,6545,165,1,0,0,0
3,2022-12-02,7973,220,1,0,0,0
3,2022-12-03,9000,206,1,1,0,0
3,2022-12-04,7248,193,1,0,0,1
3,2022-12-05,6933,176,1,0,0,0
3,2022-12-06,5165,157,1,0,0,0
3,2022-12-07,5804,156,1,0,0,1
3,2022-12-08,6212,144,1,0,0,0
3,2022-12-09,6643,178,1,0,0,0
3,2022-12-10,9000,243,1,1,0,1
3,2022-12-11,9000,228,1,1,0,0
3,2022-12-12,5597,119,1,0,0,0
3,2022-12-13,9000,223,1,1,0,0
3,2022-12-14,6041,163,1,0,0,1
3,2022-12-15,0,0,0,0,0,0
3,2022-12-16,7732,186,1,1,0,1
3,2022-12-17,9000,218,1,0,0,0
3,2022-12-18,6630,185,1,0,0,0
3,2022-12-19,4522,123,1,0,0,0
3,2022-12-20,5890,137,1,0,0,0
3,2022-12-21,5594,154,1,0,0,0
3,2022-12-22,6014,210,1,0,0,1
3,2022-12-23,0,0,0,1,0,0
3,2022-12-24,9000,223,1,1,0,0
3,2022-12-25,6556,187,1,0,a,0
3,2022-12-26,5278,94,1,0,0,0
3,2022-12-27,8404,171,1,1,0,0
3,2022-12-28,5977,146,1,0,0,0
3,2022-12-29,6688,174,1,0,0,0
3,2022-12-30,5582,164,1,0,0,0
3,2022-12-31,8111,198,1,0,0,0
3,2023-01-01,9000,217,1,1,a,0
3,2023-01-02,6173,140,1,0,0,0
3,2023-01-03,6620,171,1,0,0,0
3,2023-01-04,6794,151,1,0,0,0
3,2023-01-05,8018,231,1,1,0,0
3,2023-01-06,6538,159,1,0,0,0
3,2023-01-07,8622,161,1,0,0,0
3,2023-01-08,6695,138,1,0,0,1
3,2023-01-09,6606,165,1,0,0,0
3,2023-01-10,7371,155,1,0,0,0
3,2023-01-11,6943,160,1,0,0,0
3,2023-01-12,6270,155,1,0,0,1
3,2023-01-13,7690,222,1,0,0,0
3,2023-01-14,7223,201,1,0,0,0
3,2023-01-15,7301,163,1,0,0,0
3,2023-01-16,6834,151,1,0,0,0
3,2023-01-17,6782,159,1,0,0,1
3,2023-01-18,5861,151,1,0,0,1
3,2023-01-19,5793,154,1,0,0,0
3,2023-01-20,7673,216,1,1,0,0
3,2023-01-21,0,0,0,0,0,0
3,2023-01-22,8816,264,1,1,0,1
3,2023-01-23,6874,210,1,0,0,0
3,2023-01-24,6215,169,1,0,0,0
3,2023-01-25,7053,177,1,0,0,0
3,2023-01-26,6253,155,1,0,0,0
3,2023-01-27,6522,158,1,0,0,0
3,2023-01-28,5779,133,1,0,0,0
3,2023-01-29,7570,146,1,0,0,1
3,2023-01-30,5297,134,1,0,0,0
3,2023-01-31,7542,166,1,0,0,0
3,2023-02-01,4645,88,1,0,0,0
3,2023-02-02,6832,172,1,1,0,0
3,2023-02-03,6024,166,1,0,0,0
3,2023-02-04,6249,138,1,0,0,0
3,2023-02-05,7806,204,1,1,0,0
3,2023-02-06,5071,119,1,0,0,0
3,2023-02-07,4673,136,1,0,0,0
3,2023-02-08,6495,170,1,0,0,0
3,2023-02-09,4360,112,1,0,0,0
3,2023-02-10,6291,165,1,0,0,0
3,2023-02-11,5637,145,1,0,0,0
3,2023-02-12,8794,216,1,1,0,0
3,2023-02-13,6134,176,1,0,0,0
3,2023-02-14,5479,125,1,0,0,0
3,2023-02-15,4863,81,1,0,0,0
3,2023-02-16,6777,162,1,0,0,0
3,2023-02-17,4533,87,1,0,0,1
3,2023-02-18,8107,183,1,1,0,1
3,2023-02-19,6446,161,1,0,0,0
3,2023-02-20,5266,129,1,0,0,0
3,2023-02-21,5983,130,1,0,0,0
3,2023-02-22,5555,134,1,0,0,0
3,2023-02-23,5000,137,1,0,0,0
3,2023-02-24,5228,101,1,0,0,0
3,2023-02-25,8767,252,1,1,0,0
3,2023-02-26,6145,169,1,0,0,0
3,2023-02-27,7000,154,1,1,0,0
3,2023-02-28,5220,74,1,0,0,0
3,2023-03-01,8075,216,1,1,0,0
3,2023-03-02,5055,121,1,0,0,0
3,2023-03-03,5241,153,1,0,0,0
3,2023-03-04,0,0,0,0,0,0
3,2023-03-05,7207,191,1,0,0,0
3,2023-03-06,5847,139,1,0,0,0
3,2023-03-07,5357,136,1,0,0,0
3,2023-03-08,6049,151,1,0,0,0
3,2023-03-09,6427,149,1,0,0,0
3,2023-03-10,0,0,0,0,0,0
3,2023-03-11,7004,143,1,0,0,0
3,2023-03-12,6149,168,1,0,0,0
3,2023-03-13,5221,135,1,0,0,0
3,2023-03-14,6691,145,1,0,0,0
3,2023-03-15,7508,178,1,1,0,0
3,2023-03-16,5626,127,1,0,0,0
3,2023-03-17,5503,100,1,0,0,0
3,2023-03-18,6986,183,1,0,0,0
3,2023-03-19,0,0,0,0,0,0
3,2023-03-20,4969,91,1,0,0,0
3,2023-03-21,6689,234,1,1,0,0
3,2023-03-22,5872,124,1,0,0,0
